fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matrícula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
686,car,0.64,14,1119,310,1194,367,MATRICULA,None,None,None,None,None,None
686,car,0.59,16,1343,322,1377,351,MATRICULA,None,None,None,None,None,None
686,car,0.76,17,1375,323,1500,405,MATRICULA,None,None,None,None,None,None
686,car,0.4,18,1080,316,1128,351,MATRICULA,None,None,None,None,None,None
687,person,0.22,8,810,286,847,378,MATRICULA,None,None,None,None,None,None
687,person,0.37,10,791,284,834,377,MATRICULA,None,None,None,None,None,None
687,car,0.26,12,1261,317,1294,341,MATRICULA,None,None,None,None,None,None
687,car,0.36,6,1351,323,1400,354,MATRICULA,None,None,None,None,None,None
687,car,0.67,14,1118,310,1193,366,MATRICULA,0.08251462407052745,1131,365,1165,366,1
687,car,0.56,16,1343,322,1375,351,MATRICULA,None,None,None,None,None,None
687,car,0.81,17,1370,323,1495,404,MATRICULA,None,None,None,None,None,None
687,car,0.34,18,1081,315,1126,352,MATRICULA,None,None,None,None,None,None
688,person,0.26,8,805,285,846,376,MATRICULA,None,None,None,None,None,None
688,person,0.42,10,792,284,833,375,MATRICULA,None,None,None,None,None,None
688,car,0.26,12,1259,317,1293,341,MATRICULA,None,None,None,None,None,None
688,car,0.29,6,1349,324,1400,354,MATRICULA,None,None,None,None,None,None
688,car,0.7,14,1116,310,1192,367,MATRICULA,None,None,None,None,None,None
688,car,0.52,16,1343,322,1374,351,MATRICULA,None,None,None,None,None,None
688,car,0.79,17,1369,323,1492,404,MATRICULA,None,None,None,None,None,None
688,car,0.33,18,1081,315,1126,355,MATRICULA,None,None,None,None,None,None
689,person,0.43,8,802,284,846,376,MATRICULA,None,None,None,None,None,None
689,person,0.57,10,792,283,835,374,MATRICULA,None,None,None,None,None,None
689,car,0.25,12,1258,317,1293,341,MATRICULA,None,None,None,None,None,None
689,car,0.27,6,1348,324,1398,355,MATRICULA,None,None,None,None,None,None
689,car,0.72,14,1116,310,1193,367,MATRICULA,None,None,None,None,None,None
689,car,0.52,16,1342,323,1375,351,MATRICULA,None,None,None,None,None,None
689,car,0.79,17,1368,324,1484,403,MATRICULA,None,None,None,None,None,None
689,car,0.29,18,1081,316,1125,356,MATRICULA,None,None,None,None,None,None
690,person,0.5,8,800,285,847,375,MATRICULA,None,None,None,None,None,None
690,person,0.58,10,793,283,836,374,MATRICULA,None,None,None,None,None,None
690,car,0.24,12,1258,317,1293,341,MATRICULA,None,None,None,None,None,None
690,car,0.14,6,1346,324,1395,358,MATRICULA,None,None,None,None,None,None
690,car,0.75,14,1115,310,1192,368,MATRICULA,None,None,None,None,None,None
690,car,0.48,16,1342,323,1376,349,MATRICULA,0.113821116505747,1361,323,1376,326,1
690,car,0.81,17,1365,324,1479,401,MATRICULA,None,None,None,None,None,None
690,car,0.2,18,1081,315,1122,357,MATRICULA,None,None,None,None,None,None
691,person,0.43,8,801,284,847,375,MATRICULA,None,None,None,None,None,None
691,person,0.54,10,793,283,840,374,MATRICULA,None,None,None,None,None,None
691,car,0.21,12,1259,317,1293,341,MATRICULA,None,None,None,None,None,None
691,car,0.76,14,1115,310,1192,368,MATRICULA,None,None,None,None,None,None
691,car,0.43,16,1342,322,1376,349,MATRICULA,None,None,None,None,None,None
691,car,0.83,17,1361,324,1475,399,MATRICULA,None,None,None,None,None,None
691,car,0.19,18,1082,315,1121,355,MATRICULA,None,None,None,None,None,None
692,person,0.44,8,800,285,847,376,MATRICULA,None,None,None,None,None,None
692,person,0.54,10,794,284,839,374,MATRICULA,None,None,None,None,None,None
692,car,0.22,12,1259,317,1293,341,MATRICULA,None,None,None,None,None,None
692,car,0.74,14,1115,309,1191,369,MATRICULA,None,None,None,None,None,None
692,car,0.37,16,1341,322,1378,347,MATRICULA,None,None,None,None,None,None
692,car,0.8,17,1358,324,1473,397,MATRICULA,None,None,None,None,None,None
692,car,0.17,18,1083,315,1119,356,MATRICULA,None,None,None,None,None,None
693,person,0.37,8,799,288,850,376,MATRICULA,None,None,None,None,None,None
693,person,0.55,10,795,284,839,374,MATRICULA,None,None,None,None,None,None
693,car,0.21,12,1260,317,1293,341,MATRICULA,None,None,None,None,None,None
693,car,0.73,14,1114,309,1190,369,MATRICULA,None,None,None,None,None,None
693,car,0.38,16,1342,322,1381,347,MATRICULA,None,None,None,None,None,None
693,car,0.79,17,1359,324,1471,395,MATRICULA,None,None,None,None,None,None
693,car,0.14,18,1085,316,1119,361,MATRICULA,0.052004291693663385,1111,316,1119,326,1
694,person,0.5,8,799,286,847,378,MATRICULA,None,None,None,None,None,None
694,person,0.57,10,796,284,834,375,MATRICULA,None,None,None,None,None,None
694,car,0.23,12,1258,317,1293,342,MATRICULA,None,None,None,None,None,None
694,car,0.73,14,1113,309,1190,369,MATRICULA,None,None,None,None,None,None
694,car,0.4,16,1342,322,1382,347,MATRICULA,None,None,None,None,None,None
694,car,0.77,17,1360,325,1466,395,MATRICULA,None,None,None,None,None,None
694,car,0.13,18,1086,316,1119,362,MATRICULA,None,None,None,None,None,None
695,person,0.34,8,800,287,849,378,MATRICULA,None,None,None,None,None,None
695,person,0.59,10,797,284,834,376,MATRICULA,None,None,None,None,None,None
695,car,0.24,12,1256,317,1292,342,MATRICULA,None,None,None,None,None,None
695,car,0.76,14,1112,309,1189,369,MATRICULA,None,None,None,None,None,None
695,car,0.42,16,1343,322,1382,347,MATRICULA,None,None,None,None,None,None
695,car,0.79,17,1361,324,1464,394,MATRICULA,None,None,None,None,None,None
695,car,0.11,18,1084,317,1118,362,MATRICULA,0.026954156000628338,1109,317,1118,326,5
696,person,0.31,8,800,287,850,379,MATRICULA,None,None,None,None,None,None
696,person,0.61,10,797,283,834,377,MATRICULA,None,None,None,None,None,None
696,car,0.22,12,1256,317,1292,342,MATRICULA,None,None,None,None,None,None
696,car,0.76,14,1111,309,1189,369,MATRICULA,None,None,None,None,None,None
696,car,0.36,16,1343,322,1383,352,MATRICULA,None,None,None,None,None,None
696,car,0.75,17,1364,324,1459,393,MATRICULA,None,None,None,None,None,None
697,person,0.33,8,800,288,851,380,MATRICULA,None,None,None,None,None,None
697,person,0.58,10,797,284,834,377,MATRICULA,None,None,None,None,None,None
697,car,0.21,12,1260,317,1293,341,MATRICULA,None,None,None,None,None,None
697,car,0.76,14,1108,309,1188,370,MATRICULA,None,None,None,None,None,None
697,car,0.37,16,1343,323,1382,350,MATRICULA,None,None,None,None,None,None
697,car,0.69,17,1358,325,1456,392,MATRICULA,None,None,None,None,None,None
698,person,0.36,8,800,289,852,380,MATRICULA,None,None,None,None,None,None
698,person,0.6,10,798,285,835,377,MATRICULA,None,None,None,None,None,None
698,car,0.2,12,1261,317,1293,341,MATRICULA,None,None,None,None,None,None
698,car,0.76,14,1106,308,1188,371,MATRICULA,None,None,None,None,None,None
698,car,0.35,16,1343,323,1382,353,MATRICULA,None,None,None,None,None,None
698,car,0.68,17,1357,325,1452,391,MATRICULA,None,None,None,None,None,None
699,person,0.37,8,800,290,851,380,MATRICULA,None,None,None,None,None,None
699,person,0.62,10,798,286,836,377,MATRICULA,None,None,None,None,None,None
699,car,0.2,12,1262,317,1293,341,MATRICULA,None,None,None,None,None,None
699,car,0.73,14,1106,307,1188,371,MATRICULA,None,None,None,None,None,None
699,car,0.38,16,1342,323,1382,354,MATRICULA,None,None,None,None,None,None
699,car,0.67,17,1353,325,1450,390,MATRICULA,None,None,None,None,None,None
700,person,0.41,8,799,290,852,379,MATRICULA,None,None,None,None,None,None
700,person,0.61,10,798,286,837,376,MATRICULA,None,None,None,None,None,None
700,car,0.2,12,1262,317,1293,341,MATRICULA,None,None,None,None,None,None
700,car,0.76,14,1105,306,1187,372,MATRICULA,None,None,None,None,None,None
700,car,0.26,16,1342,322,1380,354,MATRICULA,None,None,None,None,None,None
700,car,0.72,17,1349,325,1448,390,MATRICULA,None,None,None,None,None,None
701,person,0.36,8,801,290,852,379,MATRICULA,None,None,None,None,None,None
701,person,0.51,10,799,286,836,375,MATRICULA,None,None,None,None,None,None
701,car,0.22,12,1262,317,1293,341,MATRICULA,None,None,None,None,None,None
701,car,0.75,14,1104,306,1187,372,MATRICULA,None,None,None,None,None,None
701,car,0.19,16,1341,322,1378,354,MATRICULA,None,None,None,None,None,None
701,car,0.74,17,1347,324,1447,389,MATRICULA,None,None,None,None,None,None
702,person,0.4,8,803,289,852,379,MATRICULA,None,None,None,None,None,None
702,person,0.57,10,798,285,837,377,MATRICULA,None,None,None,None,None,None
702,car,0.2,12,1264,317,1293,341,MATRICULA,None,None,None,None,None,None
702,car,0.74,14,1102,306,1187,374,MATRICULA,None,None,None,None,None,None
702,car,0.16,16,1341,322,1377,359,MATRICULA,None,None,None,None,None,None
702,car,0.76,17,1345,324,1443,390,MATRICULA,0.11560825066982616,1403,324,1409,325,1
703,person,0.46,8,803,289,852,380,MATRICULA,None,None,None,None,None,None
703,person,0.61,10,799,285,839,379,MATRICULA,None,None,None,None,None,None
703,car,0.18,12,1265,317,1293,341,MATRICULA,None,None,None,None,None,None
703,car,0.75,14,1101,306,1187,376,MATRICULA,None,None,None,None,None,None
703,car,0.17,16,1340,322,1377,362,MATRICULA,None,None,None,None,None,None
703,car,0.78,17,1343,325,1441,390,MATRICULA,None,None,None,None,None,None
704,person,0.39,8,804,288,852,380,MATRICULA,None,None,None,None,None,None
704,person,0.63,10,800,285,840,379,MATRICULA,None,None,None,None,None,None
704,car,0.19,12,1264,317,1292,341,MATRICULA,None,None,None,None,None,None
704,car,0.76,14,1100,306,1186,377,MATRICULA,None,None,None,None,None,None
704,car,0.19,16,1339,322,1377,367,MATRICULA,None,None,None,None,None,None
704,car,0.76,17,1342,325,1439,389,MATRICULA,None,None,None,None,None,None
705,person,0.57,10,801,284,843,379,MATRICULA,None,None,None,None,None,None
705,car,0.19,12,1265,317,1293,341,MATRICULA,None,None,None,None,None,None
705,car,0.8,14,1097,306,1186,378,MATRICULA,None,None,None,None,None,None
705,car,0.21,16,1340,322,1378,365,MATRICULA,None,None,None,None,None,None
705,car,0.74,17,1343,323,1438,388,MATRICULA,None,None,None,None,None,None
706,car,0.2,12,1267,317,1293,341,MATRICULA,None,None,None,None,None,None
706,car,0.81,14,1096,305,1184,379,MATRICULA,None,None,None,None,None,None
706,car,0.24,16,1341,322,1379,368,MATRICULA,None,None,None,None,None,None
706,car,0.74,17,1343,323,1434,388,MATRICULA,0.1000354749486343,1343,365,1381,370,1
706,person,0.52,8,802,287,849,379,MATRICULA,None,None,None,None,None,None
707,car,0.2,12,1268,317,1293,341,MATRICULA,None,None,None,None,None,None
707,car,0.8,14,1095,305,1183,380,MATRICULA,None,None,None,None,None,None
707,car,0.21,16,1342,323,1378,369,MATRICULA,None,None,None,None,None,None
707,car,0.74,17,1343,323,1432,387,MATRICULA,None,None,None,None,None,None
707,person,0.53,8,804,290,853,378,MATRICULA,None,None,None,None,None,None
708,car,0.22,12,1268,317,1293,341,MATRICULA,None,None,None,None,None,None
708,car,0.75,14,1094,305,1182,380,MATRICULA,None,None,None,None,None,None
708,car,0.18,16,1342,323,1383,372,MATRICULA,None,None,None,None,None,None
708,car,0.74,17,1342,323,1431,387,MATRICULA,None,None,None,None,None,None
708,person,0.55,8,805,291,854,377,MATRICULA,None,None,None,None,None,None
709,car,0.2,12,1265,316,1292,341,MATRICULA,None,None,None,None,None,None
709,car,0.78,14,1093,304,1181,381,MATRICULA,None,None,None,None,None,None
709,car,0.17,16,1339,323,1395,374,MATRICULA,None,None,None,None,None,None
709,car,0.7,17,1341,323,1430,386,MATRICULA,None,None,None,None,None,None
709,person,0.57,8,807,289,854,378,MATRICULA,None,None,None,None,None,None
710,car,0.21,12,1264,316,1292,341,MATRICULA,None,None,None,None,None,None
710,car,0.77,14,1091,304,1181,382,MATRICULA,None,None,None,None,None,None
710,car,0.67,17,1341,323,1428,385,MATRICULA,None,None,None,None,None,None
710,person,0.29,8,816,288,855,377,MATRICULA,None,None,None,None,None,None
710,person,0.59,10,806,286,846,379,MATRICULA,None,None,None,None,None,None
711,car,0.22,12,1264,315,1292,341,MATRICULA,None,None,None,None,None,None
711,car,0.82,14,1089,305,1182,381,MATRICULA,None,None,None,None,None,None
711,car,0.65,17,1338,322,1427,384,MATRICULA,None,None,None,None,None,None
711,person,0.25,8,819,286,858,377,MATRICULA,None,None,None,None,None,None
711,person,0.61,10,807,286,849,379,MATRICULA,None,None,None,None,None,None
712,car,0.2,12,1263,315,1291,341,MATRICULA,None,None,None,None,None,None
712,car,0.78,14,1087,306,1183,381,MATRICULA,None,None,None,None,None,None
712,car,0.66,17,1337,323,1426,384,MATRICULA,None,None,None,None,None,None
712,person,0.2,8,821,285,859,377,MATRICULA,None,None,None,None,None,None
712,person,0.58,10,808,286,852,378,MATRICULA,None,None,None,None,None,None
713,car,0.2,12,1264,314,1292,341,MATRICULA,None,None,None,None,None,None
713,car,0.81,14,1085,307,1183,382,MATRICULA,None,None,None,None,None,None
713,car,0.65,17,1337,323,1425,383,MATRICULA,None,None,None,None,None,None
713,person,0.54,10,809,285,854,378,MATRICULA,None,None,None,None,None,None
714,car,0.2,12,1265,314,1292,341,MATRICULA,None,None,None,None,None,None
714,car,0.79,14,1084,306,1183,383,MATRICULA,None,None,None,None,None,None
714,car,0.61,17,1335,323,1423,383,MATRICULA,None,None,None,None,None,None
714,person,0.52,10,810,284,854,378,MATRICULA,None,None,None,None,None,None
715,car,0.18,12,1265,314,1291,341,MATRICULA,None,None,None,None,None,None
715,car,0.75,14,1083,306,1182,384,MATRICULA,0.03848916756477412,1112,353,1139,359,27
