fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matrícula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
2683,car,0.65,94,1267,313,1316,348,MATRICULA,None,None,None,None,None,None
2683,car,0.8,95,1370,319,1488,399,MATRICULA,None,None,None,None,None,None
2683,car,0.89,96,1612,322,1919,505,MATRICULA,0.04584298667630376,1867,407,1918,420,ESO
2683,car,0.59,98,1342,322,1377,350,MATRICULA,None,None,None,None,None,None
2684,person,0.57,91,550,289,603,408,MATRICULA,None,None,None,None,None,None
2684,car,0.7,94,1266,313,1315,348,MATRICULA,None,None,None,None,None,None
2684,car,0.78,95,1368,320,1486,399,MATRICULA,None,None,None,None,None,None
2684,car,0.91,96,1603,322,1919,504,MATRICULA,0.16634352787761153,1850,406,1915,418,UO1
2684,car,0.61,98,1342,322,1376,349,MATRICULA,None,None,None,None,None,None
2685,person,0.6,91,556,297,606,408,MATRICULA,None,None,None,None,None,None
2685,car,0.7,94,1265,313,1314,348,MATRICULA,0.09528854803717568,1265,339,1266,341,1
2685,car,0.75,95,1366,319,1481,397,MATRICULA,None,None,None,None,None,None
2685,car,0.89,96,1593,323,1919,503,MATRICULA,0.5067349515092752,1836,404,1892,417,O17
2685,car,0.65,98,1342,321,1376,349,MATRICULA,None,None,None,None,None,None
2686,person,0.57,91,560,300,607,408,MATRICULA,None,None,None,None,None,None
2686,car,0.67,94,1265,314,1313,348,MATRICULA,None,None,None,None,None,None
2686,car,0.83,95,1363,319,1475,396,MATRICULA,None,None,None,None,None,None
2686,car,0.9,96,1585,323,1919,501,MATRICULA,0.15315662827199353,1819,402,1876,415,BOL
2686,car,0.58,98,1342,321,1374,348,MATRICULA,None,None,None,None,None,None
2687,person,0.53,91,561,302,609,408,MATRICULA,None,None,None,None,None,None
2687,car,0.65,94,1264,314,1313,348,MATRICULA,None,None,None,None,None,None
2687,car,0.75,95,1360,320,1471,394,MATRICULA,None,None,None,None,None,None
2687,car,0.9,96,1577,323,1913,499,MATRICULA,0.03211787614959515,1802,401,1860,413,GSO
2687,car,0.55,98,1343,321,1373,347,MATRICULA,None,None,None,None,None,None
2688,person,0.18,91,565,302,611,408,MATRICULA,None,None,None,None,None,None
2688,car,0.62,94,1263,315,1312,349,MATRICULA,None,None,None,None,None,None
2688,car,0.79,95,1358,319,1467,393,MATRICULA,None,None,None,None,None,None
2688,car,0.91,96,1569,323,1900,495,MATRICULA,0.01443379029694946,1788,399,1842,410,U91
2688,car,0.5,98,1343,321,1374,347,MATRICULA,None,None,None,None,None,None
2689,person,0.64,91,567,300,613,411,MATRICULA,None,None,None,None,None,None
2689,car,0.59,94,1262,315,1312,348,MATRICULA,None,None,None,None,None,None
2689,car,0.8,95,1354,319,1463,392,MATRICULA,None,None,None,None,None,None
2689,car,0.89,96,1563,323,1885,490,MATRICULA,0.06309769302606583,1775,397,1827,409,S0A2
2689,car,0.48,98,1343,321,1376,347,MATRICULA,None,None,None,None,None,None
2690,person,0.23,91,569,300,615,411,MATRICULA,None,None,None,None,None,None
2690,car,0.56,94,1261,315,1311,347,MATRICULA,None,None,None,None,None,None
2690,car,0.83,95,1353,318,1460,392,MATRICULA,None,None,None,None,None,None
2690,car,0.88,96,1555,324,1868,488,MATRICULA,0.049162358045578,1761,395,1813,407,ISO7
2690,car,0.42,98,1344,320,1375,347,MATRICULA,None,None,None,None,None,None
2691,person,0.28,91,569,300,616,413,MATRICULA,None,None,None,None,None,None
2691,car,0.54,94,1262,314,1310,347,MATRICULA,None,None,None,None,None,None
2691,car,0.78,95,1353,318,1458,391,MATRICULA,None,None,None,None,None,None
2691,car,0.9,96,1548,324,1854,485,MATRICULA,0.213851198554039,1745,394,1798,406,USOM
2691,car,0.4,98,1344,320,1375,347,MATRICULA,None,None,None,None,None,None
2692,person,0.24,91,569,300,615,408,MATRICULA,None,None,None,None,None,None
2692,car,0.52,94,1262,313,1310,347,MATRICULA,None,None,None,None,None,None
2692,car,0.78,95,1353,318,1457,389,MATRICULA,None,None,None,None,None,None
2692,car,0.9,96,1541,324,1836,482,MATRICULA,0.08084990084171295,1733,392,1785,404,5919
2692,car,0.25,98,1343,319,1374,347,MATRICULA,None,None,None,None,None,None
2693,person,0.41,91,569,301,615,410,MATRICULA,None,None,None,None,None,None
2693,car,0.5,94,1262,313,1310,346,MATRICULA,None,None,None,None,None,None
2693,car,0.74,95,1352,318,1453,388,MATRICULA,None,None,None,None,None,None
2693,car,0.89,96,1536,324,1821,479,MATRICULA,0.18991237878799438,1720,391,1771,402,BSO1
2693,car,0.19,98,1343,319,1374,346,MATRICULA,None,None,None,None,None,None
2694,person,0.48,91,570,300,618,408,MATRICULA,None,None,None,None,None,None
2694,car,0.46,94,1261,313,1309,346,MATRICULA,None,None,None,None,None,None
2694,car,0.79,95,1349,318,1450,386,MATRICULA,None,None,None,None,None,None
2694,car,0.86,96,1529,324,1809,477,MATRICULA,0.11433079838752747,1706,390,1759,401,OL7F
2694,car,0.17,98,1341,318,1375,350,MATRICULA,None,None,None,None,None,None
2695,person,0.59,91,573,300,622,408,MATRICULA,None,None,None,None,None,None
2695,car,0.47,94,1260,313,1307,346,MATRICULA,None,None,None,None,None,None
2695,car,0.73,95,1348,317,1448,386,MATRICULA,None,None,None,None,None,None
2695,car,0.9,96,1524,322,1794,473,MATRICULA,0.46179759566639356,1697,387,1747,399,U17
2695,car,0.18,98,1341,318,1374,349,MATRICULA,None,None,None,None,None,None
2696,person,0.53,91,575,301,625,406,MATRICULA,None,None,None,None,None,None
2696,car,0.45,94,1261,313,1305,346,MATRICULA,None,None,None,None,None,None
2696,car,0.77,95,1348,318,1446,386,MATRICULA,None,None,None,None,None,None
2696,car,0.86,96,1518,322,1781,471,MATRICULA,None,None,None,None,None,None
2696,car,0.19,98,1339,319,1374,358,MATRICULA,None,None,None,None,None,None
2697,person,0.71,91,578,299,627,406,MATRICULA,None,None,None,None,None,None
2697,car,0.43,94,1261,313,1304,346,MATRICULA,None,None,None,None,None,None
2697,car,0.77,95,1346,318,1445,386,MATRICULA,None,None,None,None,None,None
2697,car,0.83,96,1512,323,1772,468,MATRICULA,0.0338256300743681,1675,386,1724,396,VO17F9
2697,car,0.13,98,1340,319,1376,362,MATRICULA,None,None,None,None,None,None
2697,car,0.65,99,1439,319,1512,384,MATRICULA,None,None,None,None,None,None
2698,person,0.79,91,580,296,627,405,MATRICULA,None,None,None,None,None,None
2698,car,0.43,94,1260,313,1304,345,MATRICULA,None,None,None,None,None,None
2698,car,0.82,95,1347,318,1444,386,MATRICULA,None,None,None,None,None,None
2698,car,0.86,96,1504,323,1758,465,MATRICULA,None,None,None,None,None,None
2698,car,0.15,98,1341,318,1379,373,MATRICULA,None,None,None,None,None,None
2698,car,0.65,99,1439,320,1512,383,MATRICULA,None,None,None,None,None,None
2699,person,0.76,91,585,295,631,403,MATRICULA,None,None,None,None,None,None
2699,car,0.45,94,1260,315,1303,346,MATRICULA,None,None,None,None,None,None
2699,car,0.8,95,1347,319,1444,385,MATRICULA,None,None,None,None,None,None
2699,car,0.83,96,1500,322,1747,461,MATRICULA,0.14614279312400216,1655,384,1703,394,U2
2699,car,0.2,98,1341,319,1377,378,MATRICULA,None,None,None,None,None,None
2699,car,0.7,99,1438,320,1512,382,MATRICULA,None,None,None,None,None,None
2700,person,0.74,91,589,297,634,402,MATRICULA,None,None,None,None,None,None
2700,car,0.45,94,1259,316,1302,347,MATRICULA,None,None,None,None,None,None
2700,car,0.77,95,1345,319,1442,385,MATRICULA,None,None,None,None,None,None
2700,car,0.87,96,1493,322,1735,459,MATRICULA,0.12972701860316074,1646,383,1692,393,OV9
2700,car,0.24,98,1341,318,1384,379,MATRICULA,0.01345086423916314,1367,318,1384,321,2
2700,car,0.72,99,1437,320,1512,382,MATRICULA,None,None,None,None,None,None
2701,person,0.7,91,592,296,637,403,MATRICULA,None,None,None,None,None,None
2701,car,0.43,94,1259,316,1302,347,MATRICULA,None,None,None,None,None,None
2701,car,0.75,95,1342,318,1440,385,MATRICULA,None,None,None,None,None,None
2701,car,0.85,96,1487,320,1725,458,MATRICULA,0.028142468907005832,1637,382,1682,391,U2
2701,car,0.22,98,1339,317,1385,378,MATRICULA,None,None,None,None,None,None
2701,car,0.75,99,1436,321,1510,382,MATRICULA,None,None,None,None,None,None
2701,car,0.59,100,1302,317,1345,346,MATRICULA,0.12073023387262882,1336,336,1345,346,1
2702,person,0.35,91,594,296,640,403,MATRICULA,None,None,None,None,None,None
2702,car,0.44,94,1258,316,1301,347,MATRICULA,None,None,None,None,None,None
2702,car,0.73,95,1340,317,1439,384,MATRICULA,None,None,None,None,None,None
2702,car,0.87,96,1483,319,1716,455,MATRICULA,0.4873830163344337,1627,381,1677,390,U
2702,car,0.78,99,1435,321,1511,381,MATRICULA,None,None,None,None,None,None
2702,car,0.54,100,1301,317,1345,347,MATRICULA,0.04776662169955004,1337,335,1344,347,1
2703,person,0.33,91,596,299,644,401,MATRICULA,None,None,None,None,None,None
2703,car,0.44,94,1257,317,1301,346,MATRICULA,None,None,None,None,None,None
2703,car,0.75,95,1339,316,1437,383,MATRICULA,None,None,None,None,None,None
2703,car,0.89,96,1478,319,1703,454,MATRICULA,None,None,None,None,None,None
2703,car,0.78,99,1434,321,1511,381,MATRICULA,None,None,None,None,None,None
2703,car,0.56,100,1301,317,1346,348,MATRICULA,None,None,None,None,None,None
2704,person,0.18,91,600,299,646,400,MATRICULA,None,None,None,None,None,None
2704,car,0.45,94,1255,317,1300,346,MATRICULA,None,None,None,None,None,None
2704,car,0.7,95,1339,316,1438,383,MATRICULA,None,None,None,None,None,None
2704,car,0.84,96,1475,319,1695,452,MATRICULA,None,None,None,None,None,None
2704,car,0.65,99,1434,321,1513,380,MATRICULA,None,None,None,None,None,None
2704,car,0.52,100,1300,316,1347,348,MATRICULA,None,None,None,None,None,None
2705,person,0.18,91,602,296,647,400,MATRICULA,None,None,None,None,None,None
2705,car,0.47,94,1248,317,1301,346,MATRICULA,None,None,None,None,None,None
2705,car,0.7,95,1339,317,1440,382,MATRICULA,None,None,None,None,None,None
2705,car,0.86,96,1472,320,1684,449,MATRICULA,None,None,None,None,None,None
2705,car,0.64,99,1434,321,1513,379,MATRICULA,None,None,None,None,None,None
2705,car,0.52,100,1300,317,1346,348,MATRICULA,0.010998157369991601,1336,338,1346,348,C
2706,person,0.28,91,602,295,648,401,MATRICULA,None,None,None,None,None,None
2706,car,0.5,94,1247,316,1301,346,MATRICULA,None,None,None,None,None,None
2706,car,0.67,95,1337,317,1438,382,MATRICULA,None,None,None,None,None,None
2706,car,0.84,96,1468,320,1676,448,MATRICULA,None,None,None,None,None,None
2706,car,0.45,99,1430,322,1509,379,MATRICULA,None,None,None,None,None,None
2706,car,0.55,100,1300,317,1344,348,MATRICULA,0.003812939091509966,1334,337,1344,348,18
2707,person,0.42,91,603,296,651,400,MATRICULA,None,None,None,None,None,None
2707,car,0.49,94,1251,316,1300,346,MATRICULA,None,None,None,None,None,None
2707,car,0.66,95,1336,317,1431,381,MATRICULA,None,None,None,None,None,None
2707,car,0.87,96,1462,320,1669,445,MATRICULA,None,None,None,None,None,None
2707,car,0.37,99,1425,323,1501,379,MATRICULA,None,None,None,None,None,None
2707,car,0.48,100,1300,316,1343,348,MATRICULA,None,None,None,None,None,None
2708,person,0.48,91,607,297,654,400,MATRICULA,None,None,None,None,None,None
2708,car,0.52,94,1252,317,1299,346,MATRICULA,None,None,None,None,None,None
2708,car,0.69,95,1335,317,1429,382,MATRICULA,None,None,None,None,None,None
2708,car,0.86,96,1459,319,1659,443,MATRICULA,0.48834163789706864,1579,376,1629,383,1
2708,car,0.41,99,1424,323,1491,378,MATRICULA,0.7311122821156459,1426,365,1432,378,1
2708,car,0.53,100,1300,316,1342,348,MATRICULA,0.007104835132341558,1330,316,1341,325,7
2709,person,0.4,91,610,296,656,399,MATRICULA,None,None,None,None,None,None
2709,car,0.53,94,1253,317,1299,347,MATRICULA,None,None,None,None,None,None
2709,car,0.77,95,1333,316,1424,381,MATRICULA,None,None,None,None,None,None
2709,car,0.86,96,1450,318,1650,440,MATRICULA,None,None,None,None,None,None
2709,car,0.32,99,1422,324,1484,381,MATRICULA,None,None,None,None,None,None
2709,car,0.42,100,1301,316,1341,347,MATRICULA,None,None,None,None,None,None
2710,person,0.52,91,613,283,661,398,MATRICULA,None,None,None,None,None,None
2710,car,0.55,94,1250,316,1299,346,MATRICULA,None,None,None,None,None,None
2710,car,0.76,95,1332,315,1421,379,MATRICULA,None,None,None,None,None,None
2710,car,0.9,96,1448,319,1643,439,MATRICULA,None,None,None,None,None,None
2710,car,0.36,99,1416,322,1470,381,MATRICULA,None,None,None,None,None,None
2710,car,0.36,100,1301,316,1339,347,MATRICULA,None,None,None,None,None,None
2711,person,0.41,91,615,277,662,398,MATRICULA,None,None,None,None,None,None
2711,car,0.52,94,1249,316,1299,346,MATRICULA,None,None,None,None,None,None
2711,car,0.78,95,1332,315,1420,379,MATRICULA,None,None,None,None,None,None
2711,car,0.89,96,1447,320,1636,438,MATRICULA,None,None,None,None,None,None
2711,car,0.41,99,1414,321,1465,380,MATRICULA,None,None,None,None,None,None
2711,car,0.37,100,1301,318,1338,346,MATRICULA,None,None,None,None,None,None
2712,person,0.16,91,617,274,662,399,MATRICULA,None,None,None,None,None,None
2712,car,0.52,94,1248,316,1298,346,MATRICULA,None,None,None,None,None,None
2712,car,0.77,95,1332,315,1416,378,MATRICULA,None,None,None,None,None,None
2712,car,0.85,96,1439,319,1629,436,MATRICULA,None,None,None,None,None,None
2712,car,0.43,99,1408,321,1464,378,MATRICULA,None,None,None,None,None,None
2712,car,0.39,100,1300,318,1337,346,MATRICULA,0.005868968648034212,1329,338,1336,346,C
2713,person,0.58,91,619,274,664,398,MATRICULA,None,None,None,None,None,None
2713,car,0.52,94,1249,315,1297,346,MATRICULA,None,None,None,None,None,None
2713,car,0.77,95,1331,315,1414,378,MATRICULA,None,None,None,None,None,None
2713,car,0.84,96,1437,318,1620,434,MATRICULA,None,None,None,None,None,None
2713,car,0.41,99,1407,321,1460,378,MATRICULA,None,None,None,None,None,None
2713,car,0.41,100,1300,319,1337,346,MATRICULA,None,None,None,None,None,None
2714,person,0.59,91,620,275,665,401,MATRICULA,None,None,None,None,None,None
2714,car,0.55,94,1250,315,1296,345,MATRICULA,None,None,None,None,None,None
2714,car,0.72,95,1329,315,1410,377,MATRICULA,None,None,None,None,None,None
2714,car,0.86,96,1433,318,1614,432,MATRICULA,None,None,None,None,None,None
2714,car,0.44,99,1403,322,1451,378,MATRICULA,None,None,None,None,None,None
2714,car,0.34,100,1300,319,1335,347,MATRICULA,None,None,None,None,None,None
2715,person,0.5,91,621,273,666,398,MATRICULA,None,None,None,None,None,None
2715,car,0.55,94,1250,316,1296,345,MATRICULA,None,None,None,None,None,None
2715,car,0.73,95,1328,316,1409,377,MATRICULA,None,None,None,None,None,None
2715,car,0.86,96,1434,318,1609,430,MATRICULA,None,None,None,None,None,None
2715,car,0.17,99,1398,320,1447,376,MATRICULA,None,None,None,None,None,None
2715,car,0.3,100,1301,319,1334,346,MATRICULA,None,None,None,None,None,None
2716,person,0.62,91,621,273,667,397,MATRICULA,None,None,None,None,None,None
2716,car,0.55,94,1250,315,1294,345,MATRICULA,None,None,None,None,None,None
2716,car,0.7,95,1328,316,1408,377,MATRICULA,None,None,None,None,None,None
2716,car,0.92,96,1426,318,1602,430,MATRICULA,None,None,None,None,None,None
2716,car,0.22,99,1384,321,1444,377,MATRICULA,None,None,None,None,None,None
2716,car,0.28,100,1301,319,1333,345,MATRICULA,None,None,None,None,None,None
2717,person,0.59,91,621,278,667,397,MATRICULA,None,None,None,None,None,None
2717,car,0.54,94,1249,315,1292,345,MATRICULA,None,None,None,None,None,None
2717,car,0.68,95,1328,315,1406,376,MATRICULA,None,None,None,None,None,None
2717,car,0.93,96,1424,319,1596,428,MATRICULA,None,None,None,None,None,None
2717,car,0.25,99,1375,321,1439,377,MATRICULA,None,None,None,None,None,None
2717,car,0.27,100,1301,319,1331,344,MATRICULA,0.131189136405788,1325,337,1331,344,1
2718,person,0.56,91,622,286,668,397,MATRICULA,None,None,None,None,None,None
2718,car,0.55,94,1249,315,1290,345,MATRICULA,None,None,None,None,None,None
2718,car,0.73,95,1326,315,1406,376,MATRICULA,None,None,None,None,None,None
2718,car,0.92,96,1421,319,1589,426,MATRICULA,None,None,None,None,None,None
2718,car,0.29,99,1341,322,1430,377,MATRICULA,None,None,None,None,None,None
2718,car,0.25,100,1300,319,1329,343,MATRICULA,0.14564498532906445,1323,336,1329,343,1
2719,person,0.57,91,622,291,668,398,MATRICULA,None,None,None,None,None,None
2719,car,0.56,94,1248,315,1289,345,MATRICULA,None,None,None,None,None,None
2719,car,0.69,95,1324,315,1404,374,MATRICULA,None,None,None,None,None,None
2719,car,0.92,96,1418,320,1581,425,MATRICULA,None,None,None,None,None,None
2719,car,0.3,99,1328,322,1430,376,MATRICULA,None,None,None,None,None,None
2719,car,0.22,100,1299,319,1327,343,MATRICULA,0.15211056586971328,1321,336,1327,343,1
2720,person,0.67,91,623,291,670,399,MATRICULA,None,None,None,None,None,None
2720,car,0.57,94,1247,315,1289,345,MATRICULA,None,None,None,None,None,None
2720,car,0.71,95,1320,315,1407,375,MATRICULA,None,None,None,None,None,None
2720,car,0.92,96,1418,319,1575,423,MATRICULA,None,None,None,None,None,None
2720,car,0.25,99,1326,321,1427,375,MATRICULA,None,None,None,None,None,None
2720,car,0.21,100,1297,319,1326,343,MATRICULA,0.1543700040892313,1317,336,1326,343,1
2721,person,0.65,91,623,289,671,400,MATRICULA,None,None,None,None,None,None
2721,car,0.57,94,1246,315,1288,345,MATRICULA,None,None,None,None,None,None
2721,car,0.66,95,1319,315,1405,374,MATRICULA,None,None,None,None,None,None
2721,car,0.92,96,1413,318,1570,420,MATRICULA,None,None,None,None,None,None
2721,car,0.35,99,1319,321,1431,375,MATRICULA,None,None,None,None,None,None
2721,car,0.19,100,1293,319,1322,343,MATRICULA,0.1317953585391587,1316,336,1322,343,1
2722,person,0.64,91,623,282,672,399,MATRICULA,None,None,None,None,None,None
2722,car,0.58,94,1245,315,1288,345,MATRICULA,None,None,None,None,None,None
2722,car,0.69,95,1319,315,1405,373,MATRICULA,None,None,None,None,None,None
2722,car,0.91,96,1408,318,1566,419,MATRICULA,None,None,None,None,None,None
2722,car,0.19,99,1323,321,1430,376,MATRICULA,None,None,None,None,None,None
2722,car,0.2,100,1292,319,1322,344,MATRICULA,0.1073336339288744,1316,337,1322,344,1
2723,person,0.54,91,628,294,673,398,MATRICULA,None,None,None,None,None,None
2723,car,0.55,94,1245,315,1287,345,MATRICULA,None,None,None,None,None,None
2723,car,0.69,95,1319,315,1402,372,MATRICULA,None,None,None,None,None,None
2723,car,0.85,96,1417,318,1560,418,MATRICULA,None,None,None,None,None,None
2723,car,0.24,99,1318,320,1433,375,MATRICULA,None,None,None,None,None,None
2723,car,0.2,100,1292,320,1322,347,MATRICULA,0.05743234206632142,1315,340,1322,347,1
2724,person,0.56,91,625,285,673,397,MATRICULA,None,None,None,None,None,None
2724,car,0.55,94,1246,315,1287,345,MATRICULA,None,None,None,None,None,None
2724,car,0.68,95,1318,315,1399,372,MATRICULA,None,None,None,None,None,None
2724,car,0.87,96,1425,318,1555,417,MATRICULA,None,None,None,None,None,None
2724,car,0.22,99,1319,320,1447,376,MATRICULA,None,None,None,None,None,None
2724,car,0.2,100,1281,319,1319,346,MATRICULA,0.11032105695696348,1315,338,1318,346,1
2725,person,0.21,91,625,282,674,395,MATRICULA,None,None,None,None,None,None
2725,car,0.56,94,1246,316,1287,344,MATRICULA,None,None,None,None,None,None
2725,car,0.76,95,1319,316,1395,371,MATRICULA,None,None,None,None,None,None
2725,car,0.87,96,1406,318,1552,415,MATRICULA,None,None,None,None,None,None
2725,car,0.18,100,1278,319,1318,345,MATRICULA,0.09484571505545691,1278,341,1290,345,1
2726,person,0.52,91,633,294,677,396,MATRICULA,None,None,None,None,None,None
2726,car,0.56,94,1246,316,1286,344,MATRICULA,None,None,None,None,None,None
2726,car,0.77,95,1315,316,1394,371,MATRICULA,None,None,None,None,None,None
2726,car,0.91,96,1398,317,1547,413,MATRICULA,None,None,None,None,None,None
2726,car,0.18,100,1278,319,1318,347,MATRICULA,0.08543158120517447,1312,338,1317,347,1
2727,person,0.56,91,637,299,679,398,MATRICULA,None,None,None,None,None,None
2727,car,0.55,94,1245,316,1286,344,MATRICULA,None,None,None,None,None,None
2727,car,0.74,95,1315,316,1392,371,MATRICULA,None,None,None,None,None,None
2727,car,0.92,96,1395,318,1542,412,MATRICULA,None,None,None,None,None,None
2727,car,0.2,100,1275,318,1317,349,MATRICULA,0.35874642019331304,1312,340,1316,349,1
2728,person,0.3,91,641,300,681,397,MATRICULA,None,None,None,None,None,None
2728,car,0.58,94,1244,316,1286,344,MATRICULA,None,None,None,None,None,None
2728,car,0.75,95,1313,315,1389,369,MATRICULA,None,None,None,None,None,None
2728,car,0.9,96,1392,318,1535,411,MATRICULA,None,None,None,None,None,None
2728,car,0.22,100,1277,318,1318,353,MATRICULA,None,None,None,None,None,None
2729,person,0.46,91,643,297,683,397,MATRICULA,None,None,None,None,None,None
2729,car,0.58,94,1243,317,1286,345,MATRICULA,None,None,None,None,None,None
2729,car,0.78,95,1313,315,1390,370,MATRICULA,None,None,None,None,None,None
2729,car,0.88,96,1389,318,1532,410,MATRICULA,None,None,None,None,None,None
2729,car,0.17,100,1282,318,1318,352,MATRICULA,0.0053605939712895205,1310,343,1317,352,18
2730,person,0.53,91,645,294,685,398,MATRICULA,None,None,None,None,None,None
2730,car,0.61,94,1243,317,1286,345,MATRICULA,None,None,None,None,None,None
2730,car,0.74,95,1311,315,1390,368,MATRICULA,None,None,None,None,None,None
2730,car,0.89,96,1396,317,1526,409,MATRICULA,None,None,None,None,None,None
2730,car,0.17,100,1287,318,1318,353,MATRICULA,None,None,None,None,None,None
2731,person,0.51,91,646,300,686,397,MATRICULA,None,None,None,None,None,None
2731,car,0.61,94,1242,317,1285,345,MATRICULA,None,None,None,None,None,None
2731,car,0.77,95,1310,314,1388,368,MATRICULA,None,None,None,None,None,None
2731,car,0.86,96,1403,317,1522,409,MATRICULA,None,None,None,None,None,None
2731,car,0.14,100,1294,318,1319,355,MATRICULA,None,None,None,None,None,None
2732,person,0.5,91,647,303,687,397,MATRICULA,None,None,None,None,None,None
2732,car,0.62,94,1242,317,1285,345,MATRICULA,None,None,None,None,None,None
2732,car,0.76,95,1309,314,1386,367,MATRICULA,None,None,None,None,None,None
2732,car,0.84,96,1389,319,1518,408,MATRICULA,None,None,None,None,None,None
2732,car,0.17,100,1298,319,1321,356,MATRICULA,None,None,None,None,None,None
2733,person,0.5,91,648,303,688,398,MATRICULA,None,None,None,None,None,None
2733,car,0.6,94,1241,317,1285,345,MATRICULA,None,None,None,None,None,None
2733,car,0.74,95,1309,315,1387,368,MATRICULA,None,None,None,None,None,None
2733,car,0.83,96,1393,320,1512,406,MATRICULA,None,None,None,None,None,None
2733,car,0.16,100,1301,319,1323,356,MATRICULA,None,None,None,None,None,None
2734,person,0.43,91,649,302,690,397,MATRICULA,None,None,None,None,None,None
2734,car,0.59,94,1241,317,1284,345,MATRICULA,None,None,None,None,None,None
2734,car,0.74,95,1309,316,1383,368,MATRICULA,None,None,None,None,None,None
2734,car,0.82,96,1385,320,1507,406,MATRICULA,None,None,None,None,None,None
2734,car,0.22,100,1303,319,1328,357,MATRICULA,None,None,None,None,None,None
2735,person,0.52,91,650,301,692,397,MATRICULA,None,None,None,None,None,None
2735,car,0.57,94,1240,317,1283,345,MATRICULA,None,None,None,None,None,None
2735,car,0.74,95,1308,315,1382,368,MATRICULA,None,None,None,None,None,None
2735,car,0.8,96,1384,319,1506,405,MATRICULA,None,None,None,None,None,None
2735,car,0.22,100,1303,319,1326,357,MATRICULA,None,None,None,None,None,None
2736,person,0.48,91,652,301,693,397,MATRICULA,None,None,None,None,None,None
2736,car,0.53,94,1240,318,1282,344,MATRICULA,None,None,None,None,None,None
2736,car,0.71,95,1308,315,1380,368,MATRICULA,None,None,None,None,None,None
2736,car,0.77,96,1377,319,1505,405,MATRICULA,None,None,None,None,None,None
2736,car,0.22,100,1300,319,1323,357,MATRICULA,None,None,None,None,None,None
2737,person,0.39,91,651,292,693,397,MATRICULA,None,None,None,None,None,None
2737,car,0.54,94,1240,318,1282,345,MATRICULA,None,None,None,None,None,None
2737,car,0.7,95,1308,315,1381,368,MATRICULA,None,None,None,None,None,None
2737,car,0.77,96,1377,318,1503,404,MATRICULA,None,None,None,None,None,None
2737,car,0.19,100,1302,319,1325,356,MATRICULA,None,None,None,None,None,None
2738,person,0.13,91,653,293,693,396,MATRICULA,None,None,None,None,None,None
2738,car,0.55,94,1240,318,1282,345,MATRICULA,None,None,None,None,None,None
2738,car,0.71,95,1308,316,1379,367,MATRICULA,None,None,None,None,None,None
2738,car,0.75,96,1377,317,1500,403,MATRICULA,None,None,None,None,None,None
2738,car,0.17,100,1304,319,1336,357,MATRICULA,0.23291481613524923,1319,319,1330,320,1
2739,person,0.17,91,656,301,695,397,MATRICULA,None,None,None,None,None,None
2739,car,0.55,94,1240,318,1282,345,MATRICULA,None,None,None,None,None,None
2739,car,0.72,95,1309,316,1377,366,MATRICULA,None,None,None,None,None,None
2739,car,0.78,96,1372,317,1500,402,MATRICULA,None,None,None,None,None,None
2739,car,0.21,100,1304,318,1344,356,MATRICULA,None,None,None,None,None,None
2740,car,0.57,94,1239,318,1282,345,MATRICULA,None,None,None,None,None,None
2740,car,0.72,95,1307,316,1378,366,MATRICULA,None,None,None,None,None,None
2740,car,0.75,96,1368,319,1497,402,MATRICULA,None,None,None,None,None,None
2740,car,0.33,100,1305,318,1353,357,MATRICULA,None,None,None,None,None,None
2741,car,0.57,94,1239,318,1282,345,MATRICULA,None,None,None,None,None,None
2741,car,0.7,95,1307,316,1374,366,MATRICULA,None,None,None,None,None,None
2741,car,0.74,96,1366,318,1490,402,MATRICULA,None,None,None,None,None,None
2742,car,0.55,94,1239,318,1282,345,MATRICULA,None,None,None,None,None,None
2742,car,0.74,95,1306,315,1372,364,MATRICULA,0.10228211707614321,1315,363,1348,364,1
2742,car,0.72,96,1363,317,1489,401,MATRICULA,None,None,None,None,None,None
2743,car,0.54,94,1239,318,1282,345,MATRICULA,None,None,None,None,None,None
2743,car,0.72,95,1305,314,1371,363,MATRICULA,None,None,None,None,None,None
2743,car,0.74,96,1361,317,1496,399,MATRICULA,None,None,None,None,None,None
2744,car,0.53,94,1239,318,1282,344,MATRICULA,None,None,None,None,None,None
2744,car,0.7,95,1305,314,1368,362,MATRICULA,None,None,None,None,None,None
2744,car,0.75,96,1357,317,1493,398,MATRICULA,None,None,None,None,None,None
2745,car,0.52,94,1240,318,1282,344,MATRICULA,None,None,None,None,None,None
2745,car,0.75,95,1306,314,1367,362,MATRICULA,None,None,None,None,None,None
2745,car,0.76,96,1356,317,1480,396,MATRICULA,None,None,None,None,None,None
2746,car,0.49,94,1240,318,1282,344,MATRICULA,None,None,None,None,None,None
2746,car,0.73,95,1305,314,1367,363,MATRICULA,None,None,None,None,None,None
2746,car,0.75,96,1355,316,1471,395,MATRICULA,None,None,None,None,None,None
2747,car,0.51,94,1240,318,1282,344,MATRICULA,None,None,None,None,None,None
2747,car,0.74,95,1303,315,1366,364,MATRICULA,None,None,None,None,None,None
2747,car,0.7,96,1354,317,1465,394,MATRICULA,None,None,None,None,None,None
2748,car,0.51,94,1240,318,1281,344,MATRICULA,None,None,None,None,None,None
2748,car,0.75,95,1300,315,1365,364,MATRICULA,None,None,None,None,None,None
